open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,date,ma20,bb_mid,bb_upper,bb_lower,long_signal,short_signal
1579564800000,8650.0,8790.1,8448.6,8742.43,107577.153,1579651199999,931932876.50871,200875,53560.546,464224799.86614,0,2020-01-21 00:00:00+00:00,8182.0935,,,,False,False
1579651200000,8742.78,8820.0,8585.85,8684.57,94305.496,1579737599999,819676430.85578,180455,46246.208,402021377.35119,0,2020-01-22 00:00:00+00:00,8268.220000000001,,,,False,False
1579737600000,8684.47,8694.0,8326.0,8409.6,163407.064,1579823999999,1383035382.70483,335447,79123.155,669543820.62553,0,2020-01-23 00:00:00+00:00,8321.614,,,,False,False
1579824000000,8410.0,8528.0,8247.0,8441.96,144785.391,1579910399999,1217077351.53608,316370,72647.472,610835373.11839,0,2020-01-24 00:00:00+00:00,8376.1765,,,,False,False
1579910400000,8442.82,8455.0,8272.0,8344.64,96961.714,1579996799999,809079683.34699,186872,47660.876,397729498.38688,0,2020-01-25 00:00:00+00:00,8425.6905,,,,False,False
1579996800000,8344.37,8624.45,8300.0,8611.21,117898.916,1580083199999,999306483.13926,218347,61183.604,518823465.25907,0,2020-01-26 00:00:00+00:00,8468.3815,,,,False,False
1580083200000,8611.21,9015.48,8565.0,8913.61,172235.328,1580169599999,1511064610.55725,359034,88760.412,778817122.09944,0,2020-01-27 00:00:00+00:00,8506.4375,,,,False,False
1580169600000,8913.61,9436.06,8905.0,9398.98,244467.546,1580255999999,2222778105.27098,455985,123183.084,1120479865.69273,0,2020-01-28 00:00:00+00:00,8573.3945,,,,False,False
1580256000000,9399.72,9460.52,9242.0,9311.0,169460.643,1580342399999,1584974428.29945,338155,82813.375,774750108.56386,0,2020-01-29 00:00:00+00:00,8648.015000000001,,,,False,False
1580342400000,9311.23,9599.0,9210.42,9525.67,190137.536,1580428799999,1789181440.43438,393732,96408.369,907696824.98894,0,2020-01-30 00:00:00+00:00,8713.944,,,,False,False
1580428800000,9525.67,9550.72,9220.0,9364.51,146644.026,1580515199999,1373298967.87264,266727,70753.403,662550732.90456,0,2020-01-31 00:00:00+00:00,8781.141500000002,,,,False,False
1580515200000,9364.5,9477.76,9306.0,9392.74,109040.285,1580601599999,1024210862.88076,229569,54324.089,510351956.10423,0,2020-02-01 00:00:00+00:00,8841.4435,,,,False,False
